Video Page URL,Video Create Time,Video Category Type,Upload Hour,Upload Day,Video Duration,Video View Count,Video Like Count,Video Comment Count,Video Share Count,Author Username,Author Nickname,Author Bio,Author Verified,Video Description,Music Title,Music Author
https://www.tiktok.com/@walteroberonwhite/video/7515507065050189063,2025-06-13 18:45:52,103,18,Friday,18.0,38100.0,2678.0,82.0,158.0,walteroberonwhite,walter white,not available,False,mas ade selain juara dunia di mobile legends ternyata juara dunia juga di valorantthe god of yoru mas ade setiawan @nabbzky  #ade #adesetiawan #jawgemo #vct #vctmasters #fyp  #capcut #capcut,suara asli - yantyzz,yantyzz
https://www.tiktok.com/@pilot_mejaaa/video/7520161778366467333,2025-06-26 07:48:36,115,7,Thursday,58.0,2659.0,117.0,7.0,5.0,pilot_mejaaa,pilotmeja,ivaoid:738936,False,berhubung habis update xplane 12 dan versi sekarang ini better mouse yokenya tidak bisa di pakai jadi kita landing ala kadarnya -wbgs sibu od1906 #fyp #fyp #aviation #aviationlovers #aviationdaily #batikair #batikairmalaysia #flight #xplane12 #ivao,about you,the 1975
https://www.tiktok.com/@aliphoria_/video/7523862257407659282,2025-07-06 07:08:17,120,7,Sunday,12.0,83400.0,5779.0,64.0,439.0,aliphoria_,aliphoria,not available,False,thank you ko @gabrielrey99 untuk advice nya,suara asli - aliphoria,aliphoria
https://www.tiktok.com/@jagatreview/video/7523149459811880200,2025-07-05 11:30:00,118,11,Saturday,53.0,70700.0,3295.0,258.0,368.0,jagatreview,jagatreview,"media review gadget, laptop, dan teknologi terkini di tiktok, web, dan youtube",True,microsoft katanya tidak paksa update ke windows 12 #jagatreview #beritateknologi #tiktokberita #microsoft,original sound - jagatreview,jagatreview
https://www.tiktok.com/@carculture_ai/video/7521368791834561800,2025-06-29 13:52:20,115,13,Sunday,10.0,6636.0,142.0,2.0,4.0,carculture_ai,car culture ai,yapay zeka  dnm! ai transforming!  temu link  kod: inb073292,False,"you can only pick one. which m5 are you taking? e39, e60, f10 or f90?  #bmw #m5 #libertywalk #cartok #m5 #libertywalk #lbwk #cartransformation #beforeandafter #cartok #bmw #bmwm5 #e39 #e60 #f10 #f90 #widebody #fyp #viral #carsoftiktok #tuning",unknown,dj nessa
https://www.tiktok.com/@timothyarchive.official/video/7516840548561358136,2025-06-17 09:00:31,120,9,Tuesday,59.0,3200000.0,344200.0,2117.0,25400.0,timothyarchive.official,timothy archive,not available,False,#timothyronald #akademicrypto,suara asli - vinn,vinn
https://www.tiktok.com/@valforumid/video/7521781374139829511,2025-06-30 16:33:22,103,16,Monday,62.0,41500.0,1765.0,82.0,55.0,valforumid,valforum | valoneeds #1,"satu forum, semua kebutuhan valorant
cek di bawah",False,boom bakal keluar vct pasific?! pls jgn.. #valorantindo #valorantindonesia #valorant #vct,suara asli - valforum | valoneeds #1,valforum | valoneeds #1
https://www.tiktok.com/@geraldvincentt/video/7523099120597306642,2025-07-04 05:46:54,114,5,Friday,86.0,2700000.0,231100.0,7233.0,53000.0,geraldvincentt,gerald vincent,"welcome to my biasa aja account 
ig : @geraldvincentt
menarik nih",True,warga yang ngerokok sembarangan akan kena denda 250 ribu?,original sound - gerald vincent,gerald vincent
https://www.tiktok.com/@warawiriww_/video/7523898298449677573,2025-07-06 09:28:10,103,9,Sunday,17.0,15300.0,1033.0,9.0,141.0,warawiriww_,nai's- #prxwin,"mostly vct pacific, gausah war di lapak aku
#prxwin #hungrybeast #vivarrq",False,ron wkwkwkwkwm #prxmindfreak #prxmindfreakclips #prx #paperrex,suara asli - nai's- #prxwin,nai's- #prxwin
https://www.tiktok.com/@cliper.cryptowaveid/video/7520965087201381638,2025-06-28 11:45:49,unknown,11,Saturday,37.0,60600.0,2088.0,45.0,95.0,cliper.cryptowaveid,clipper cryptowave,clipper cryptowave  [ gabriel rey ],False,"hari ini investasi 10juta, bulan depan pengen mclaren                                               #gabrielrey #cryptowave #crypto #bitcoin #fyp",yt full manda fvnky,troublemaker `neverdie
https://www.tiktok.com/@kurniawandapi/video/7514337976558849298,2025-06-10 15:09:13,103,15,Tuesday,22.0,48700.0,1821.0,35.0,1093.0,kurniawandapi,kurniawandapi,"live kamis-minggu
jam 19.00 wib",False,missing_description,suara asli - bowovler,unknown
https://www.tiktok.com/@clipping147/video/7517513803530079496,2025-06-19 04:33:01,116,4,Thursday,153.0,673500.0,52100.0,527.0,1845.0,clipping147,clipping,not available,False,video hidden gem yg dihapus ncek source:@timothyronaldofficial  #timothyronald #akademicrypto #crypto #bitcoin #kalimasada #fyp #fyppp #fypviral #fyp #foryou #fypage #fyyyyyyyyyyyyyyyy,suara asli - clipping,clipping
https://www.tiktok.com/@mikesky.bosan/video/7511718121208646919,2025-06-03 13:42:49,101,13,Tuesday,14.0,1500000.0,55700.0,218.0,284.0,mikesky.bosan,clipper universe,road to mclaren,False,#cryptowave #gabrielrey,suara asli -,ainaa^_^
https://www.tiktok.com/@gabrielrey99/video/7506091922067328274,2025-05-19 09:50:17,115,9,Monday,8.0,1900000.0,79400.0,599.0,2242.0,gabrielrey99,gabriel rey | ceo @triv.co.id,ceo & founder of triv. one of the largest and oldest indonesia crypto exchange,True,cewe sekarang mintanya ferrari nggak mau mclaren,original sound - gabriel rey | ceo @triv.co.id,gabriel rey | ceo @triv.co.id
https://www.tiktok.com/@doc.mey.drh/video/7522821708777131282,2025-07-03 11:50:25,113,11,Thursday,8.0,769500.0,127600.0,1103.0,24900.0,doc.mey.drh,anastasia meilly,"dokter hewan dan anabulnya
cleo, ace, miyu, mizu, miki, tom, cello",False,harimau betina mana yg menyakitimu kawan  #harimaumalaya #harimaulucu #galau #patahhati,funny,gold-tiger
https://www.tiktok.com/@hanhan_tjoeng/video/7518736017889938706,2025-06-22 11:35:50,104,11,Sunday,25.0,12600.0,374.0,28.0,41.0,hanhan_tjoeng,hanhan tjoeng,"qcmeat
buy $pengu
inspired by @timothy ronald
support acc secc @bwelhan",False,yang punya gaji umr ketika nonton timothy show kena mental,suara asli - hanhan tjoeng,hanhan tjoeng
https://www.tiktok.com/@beonepercent1/video/7506083309823282488,2025-05-19 09:16:57,105,9,Monday,18.0,3200000.0,180800.0,942.0,2294.0,beonepercent1,fallinginlove,"gym enthusiast, natural, love investment instagram: @km.agusdiva",False,"without mereka, saya cuma mas mas gajelas tribute video for @akademi crypto untuk kedua kalinya",full song yt dj vel bass rmx,unknown
https://www.tiktok.com/@motiv.16/video/7524143949200624903,2025-07-07 01:21:27,unknown,1,Monday,375.0,3844.0,206.0,9.0,16.0,motiv.16,motiv-aksitimothy,akademicrypto.com,False,kalian sekarang berapa di level brapa guys.... #motivation #level #thimotyronald #edukasi #kapitalisme #tangga,- football00,football00
https://www.tiktok.com/@timothycliper28/video/7516671933644016914,2025-06-16 22:06:15,116,22,Monday,532.0,90400.0,2075.0,21.0,33.0,timothycliper28,al clipper,not available,False,"konsul keuangan, jualan masker 2020 smpe untung 400jt",suara asli - al clipper,al clipper
https://www.tiktok.com/@for_all16/video/7501648820539886854,2025-05-07 10:28:49,unknown,10,Wednesday,259.0,86800.0,5098.0,236.0,768.0,for_all16,ronald_for_all,not available,False,siapa yg paling di untungkan oleh riba @timothyronaldclips @akademi crypto #timothyronald #akademicrypto #inspirasi,original sound,unknown
https://www.tiktok.com/@steadyrblx/video/7504025933855214854,2025-05-13 20:13:17,103,20,Tuesday,39.0,668700.0,30300.0,658.0,2171.0,steadyrblx,steady,"subscribe to my youtube!

business inquiries:
 steadyroblox@gmail.com",False,how to beat dead rails in one minute #roblox #robloxmemes #robloxshorts #gaming #shorts #memes #fyp #fypage #fyppppppppppppppppppppppp #fypp #fyp #viral,original sound - steady,steady
https://www.tiktok.com/@bhayu.satya/video/7512829072553135378,2025-06-06 13:33:52,unknown,13,Friday,43.0,3500000.0,111500.0,1165.0,2858.0,bhayu.satya,bhayu satya,"target: cicil bitcoin sampai bisa buka cabang
klik link dibawah buat gabung",False,hari kedelapan cicil bitcoin sampai bisa buka cabang #masukberandafyp #fyp #cicilbitcoin #bitcoin #investasi,som original,rh love
https://www.tiktok.com/@cicil.btc.2030/video/7513199763563629842,2025-06-07 13:32:20,116,13,Saturday,69.0,596600.0,19600.0,1057.0,3319.0,cicil.btc.2030,cicil btc 2030,"cara menabung bitcoin bagi pemula selama 5 tahun , tak peduli harga naik/turun",False,#kpr #riba,suara asli - cicil btc 2030,cicil btc 2030
https://www.tiktok.com/@cryptogrow.id/video/7506889576607124743,2025-05-21 13:25:34,120,13,Wednesday,34.0,698400.0,73800.0,314.0,3610.0,cryptogrow.id,cryptogrow,"belajar cara bikin ai canggih
pertama di indonesia
slot terbatas",False,balas dengan kesuksesan & keberhasilan #timothyronald #mindset #fypage,suara asli - ronald media,cryptogrow
https://www.tiktok.com/@motiv.16/video/7524121814394522888,2025-07-06 23:55:34,120,23,Sunday,348.0,27500.0,1238.0,37.0,133.0,motiv.16,motiv-aksitimothy,akademicrypto.com,False,kalian sekarang berapa di urutan brapa.....? #thimotyronald #motivation #level #kapitalisme #edukasi,royalty,egzod & maestro chives
https://www.tiktok.com/@clip.pedia/video/7510116280343579922,2025-05-30 06:06:53,116,6,Friday,18.0,1400000.0,62100.0,277.0,4777.0,clip.pedia,clip pedia,mulai invest / trading crypto: triv.co.id,False,keren banget #cryptowave #gabrielrey,suara asli - lossaangeless2,obi
https://www.tiktok.com/@prawidyaap2542/video/7494970559718067473,2025-04-19 10:34:20,115,10,Saturday,8.0,214400.0,11200.0,85.0,410.0,prawidyaap2542,prawidyaap2542,not available,False,truk amerika di indonesia  #kenworth #trucks #trukmaniaindonesia,suara asli - tan_official,tan_official
https://www.tiktok.com/@gabrielrey99/video/7519110189430197509,2025-06-23 11:47:51,116,11,Monday,229.0,421300.0,35100.0,175.0,1563.0,gabrielrey99,gabriel rey | ceo @triv.co.id,ceo & founder of triv. one of the largest and oldest indonesia crypto exchange,True,ini dia guys 3 industri untuk jenjang karir dan peluang bisnis versi bloomberg terminal!,original sound - gabriel rey | ceo @triv.co.id,gabriel rey | ceo @triv.co.id
https://www.tiktok.com/@gtid.news/video/7520881456835579152,2025-06-28 06:21:50,unknown,6,Saturday,56.0,8149.0,123.0,21.0,2.0,gtid.news,gtn,"ai, tech &",False,"sebuah video fitra eri viral setelah ia menjelaskan bahwa meski mobil listrik punya limbah baterai, proses produksi bensin dari pengeboran minyak justru lebih merusak lingkungan. ia menyebut, energi yang dikeluarkan untuk eksplorasi dan kilang sangat besar. pernyataan ini jadi penyeimbang dalam debat mobil listrik. sumber: shellion7.id (tiktok)",original sound - gtn,gtn
https://www.tiktok.com/@carculture_ai/video/7519879035086736647,2025-06-25 13:31:19,115,13,Wednesday,8.0,9004.0,133.0,0.0,3.0,carculture_ai,car culture ai,yapay zeka  dnm! ai transforming!  temu link  kod: inb073292,False,citroen - dacia - peugeot? next cars?  #suv #cartiktok #ai #aiart #conceptcar #carbuild #fyp #viral #customcars #widebodysuv #slammed #transformation #carmods #foryoupage #peugeot #dacia #renault #citroen #whatif,gta san andreas theme (remake),ben morfitt (squidphysics)
https://www.tiktok.com/@wealthminds.id/video/7521301138025598229,2025-06-29 09:29:53,120,9,Sunday,60.0,607200.0,38200.0,1392.0,3382.0,wealthminds.id,wealthmindset,belajar ai & crypto dari nol,False,orang miskin bisa nggak begitu?? - belajar ai & crypto mulai sekarang - klik link di bio! #investment #mindset #timothyronald #investment #mindset #timothyronald #timothyronald #timothyronald #timothyronald #mindset #investment,suara asli - wealthmindset,wealthmindset
https://www.tiktok.com/@ripahram/video/7522783671779134776,2025-07-03 09:22:54,103,9,Thursday,22.0,4106.0,271.0,4.0,7.0,ripahram,adaantk,"clippoah para strimer
enjoy watching it,
glory glory...",False,"save serius, operan misterius..  #afifyulistian #guava #crispycendy #meentut #alvinsusanto #fyp #mu",suara asli - nakclipz,adaantk
https://www.tiktok.com/@steadyrblx/video/7503101330790141190,2025-05-11 08:25:22,103,8,Sunday,25.0,23400.0,523.0,20.0,53.0,steadyrblx,steady,"subscribe to my youtube!

business inquiries:
 steadyroblox@gmail.com",False,how to get infinite money glitch in dead rails  #roblox #robloxmemes #robloxshorts #gaming #shorts #memes #fyp #fypage #fyppppppppppppppppppppppp #fypp #fyp #viral,original sound - steady,steady
https://www.tiktok.com/@cw_cryptonews/video/7523459430810144005,2025-07-05 05:05:09,116,5,Saturday,70.0,24900.0,1982.0,41.0,96.0,cw_cryptonews,cryptowaveclip,lintas berita tercepat @cryptowaveid  dan edukasi @gabriel rey | ceo @triv.co.id,False,"tips fyp dari ceo triv,gabriel rey untuk clipper dan kreator lainnya #gabrielrey #tipsandtricks #foryoupage #fyp",originalton,lyrics.tv01
https://www.tiktok.com/@alukitoo/video/7503480507338984709,2025-05-12 08:56:46,unknown,8,Monday,63.0,613900.0,47000.0,543.0,4610.0,alukitoo,alukito,"belajar cara bikin ai canggih
pertama di indonesia
slot terbatas",False,dosen yang nggak punya bisnis ngajarin bisnis #timothyronald #kalimasada #mindset #growthmindset #fypage,suara asli - alukito,alukito
https://www.tiktok.com/@gabriel_rey00/video/7519442787155152134,2025-06-24 09:18:34,unknown,9,Tuesday,67.0,288700.0,17600.0,105.0,858.0,gabriel_rey00,gabriel rey_clipss,"""halo everyone""",False,pantesan cepet kaya #gabrielrey #cryptowave #4u,suara asli - gabriel rey_clipss,gabriel rey_clipss
https://www.tiktok.com/@maiaestianty/video/7520940332226235649,2025-06-28 10:10:12,110,10,Saturday,15.0,16800000.0,745100.0,11000.0,5698.0,maiaestianty,maiaestianty,skincare brand owner : @kayarumest,True,wueh ada sang penggondol lewat !!!! awas awas . kasih jalan  @tata janeeta  #tatajaneeta #maiaestianty #sangpenggoda #senamviral #tren #ngakak #iseng,suara asli - sk. arnhy11,sk. arnhy11
https://www.tiktok.com/@vilmeijuga/video/7521602945264192773,2025-06-30 05:01:03,105,5,Monday,124.0,26200000.0,1800000.0,3263.0,10700.0,vilmeijuga,vilmei,"b aja
@meibie.beauty",True,kado pernikahan sarti dan narman,suara asli - vilmei,vilmei
